Alpha	Beta	WER	CER	Texto
1,8000000000000007	0,9	1,0	0,72	minoritario
1,8000000000000007	1,0	1,0	0,72	minoritario
1,9000000000000008	0,0	1,0	0,72	minoritario
1,9000000000000008	0,1	1,0	0,72	minoritario
1,9000000000000008	0,2	1,0	0,72	minoritario
1,9000000000000008	0,30000000000000004	1,0	0,72	minoritario
1,9000000000000008	0,4	1,0	0,72	minoritario
1,9000000000000008	0,5	1,0	0,72	minoritario
1,9000000000000008	0,6000000000000001	1,0	0,72	minoritario
1,9000000000000008	0,7000000000000001	1,0	0,72	minoritario
1,9000000000000008	0,8	1,0	0,72	minoritario
1,9000000000000008	0,9	1,0	0,72	minoritario
1,9000000000000008	1,0	1,0	0,72	minoritario
2,000000000000001	0,0	1,0	0,72	minoritario
2,000000000000001	0,1	1,0	0,72	minoritario
2,000000000000001	0,2	1,0	0,72	minoritario
2,000000000000001	0,30000000000000004	1,0	0,72	minoritario
2,000000000000001	0,4	1,0	0,72	minoritario
2,000000000000001	0,5	1,0	0,72	minoritario
2,000000000000001	0,6000000000000001	1,0	0,72	minoritario
2,000000000000001	0,7000000000000001	1,0	0,72	minoritario
2,000000000000001	0,8	1,0	0,72	minoritario
2,000000000000001	0,9	1,0	0,72	minoritario
2,000000000000001	1,0	1,0	0,72	minoritario
____________________________________________________
Mejor combinación: Alpha: 1,1 / Beta : 1,0 / CER : 0,12
____________________________________________________
